"Time (UTCG)","yaw (deg)","pitch (deg)","roll (deg)","precession (deg)","nutation (deg)","spin (deg)","precession (deg)","nutation (deg)","spin (deg)","q1","q2","q3","q4","wx (deg/sec)","wy (deg/sec)","wz (deg/sec)","w mag (deg/sec)","RightAscension of w (deg)","Declination of w (deg)","Eigen-Angle (deg)","Eigen-Axis x","Eigen-Axis y","Eigen-Axis z"
25 Jul 2022 10:00:10.000,-180.000,4.133,90.000,-175.867,0.000,-90.000,-85.867,90.000,-90.000,-0.025498,0.706647,-0.706647,0.025499,0.000000,-0.052937,0.000008,0.052937,-90.000,0.009,177.078,-0.025507,0.706877,-0.706877
25 Jul 2022 10:00:20.000,-180.000,4.663,90.000,-175.337,0.000,-90.000,-85.337,90.000,-90.000,-0.028762,0.706522,-0.706522,0.028764,0.000000,-0.052937,0.000008,0.052937,-90.000,0.009,176.703,-0.028774,0.706814,-0.706814
25 Jul 2022 10:00:30.000,-180.000,5.192,90.000,-174.808,0.000,-90.000,-84.808,90.000,-90.000,-0.032025,0.706381,-0.706381,0.032028,0.000000,-0.052937,0.000008,0.052937,-90.000,0.009,176.329,-0.032041,0.706744,-0.706744
25 Jul 2022 10:00:40.000,-180.000,5.721,90.000,-174.279,0.000,-90.000,-84.279,90.000,-90.000,-0.035287,0.706226,-0.706226,0.035291,0.000000,-0.052937,0.000008,0.052937,-90.000,0.009,175.955,-0.035309,0.706666,-0.706666
25 Jul 2022 10:00:50.000,-180.000,6.251,90.000,-173.749,0.000,-90.000,-83.749,90.000,-90.000,-0.038549,0.706055,-0.706055,0.038554,0.000000,-0.052937,0.000009,0.052937,-90.000,0.010,175.581,-0.038578,0.706580,-0.706580
25 Jul 2022 10:01:00.000,-179.999,6.780,90.000,-173.220,0.001,-90.000,-83.220,90.000,-89.999,-0.041810,0.705870,-0.705869,0.041816,0.000000,-0.052937,0.000009,0.052937,-90.000,0.010,175.207,-0.041846,0.706487,-0.706487
25 Jul 2022 10:01:10.000,-179.999,7.309,90.000,-172.691,0.001,-90.000,-82.691,90.000,-89.999,-0.045069,0.705669,-0.705669,0.045077,0.000000,-0.052937,0.000010,0.052937,-90.000,0.011,174.833,-0.045115,0.706387,-0.706387
25 Jul 2022 10:01:20.000,-179.999,7.839,90.000,-172.161,0.001,-90.000,-82.161,90.000,-89.999,-0.048328,0.705453,-0.705453,0.048337,0.000000,-0.052937,0.000011,0.052937,-90.000,0.012,174.459,-0.048385,0.706279,-0.706278
25 Jul 2022 10:01:30.000,-179.999,8.368,90.000,-171.632,0.001,-90.000,-81.632,90.000,-89.999,-0.051586,0.705222,-0.705222,0.051596,0.000000,-0.052938,0.000011,0.052938,-90.000,0.012,174.085,-0.051655,0.706163,-0.706163
25 Jul 2022 10:01:40.000,-179.999,8.898,90.000,-171.102,0.001,-90.000,-81.102,90.000,-89.999,-0.054843,0.704976,-0.704976,0.054854,0.000000,-0.052938,0.000012,0.052938,-90.000,0.013,173.711,-0.054925,0.706040,-0.706039
25 Jul 2022 10:01:50.000,-179.999,9.427,90.000,-170.573,0.001,-90.000,-80.573,90.000,-89.999,-0.058098,0.704716,-0.704715,0.058111,0.000000,-0.052938,0.000012,0.052938,-90.000,0.013,173.337,-0.058196,0.705909,-0.705908
25 Jul 2022 10:02:00.000,-179.999,9.956,90.000,-170.044,0.001,-90.000,-80.044,90.000,-89.999,-0.061352,0.704440,-0.704439,0.061367,0.000000,-0.052938,0.000012,0.052938,-90.000,0.013,172.963,-0.061468,0.705770,-0.705769
25 Jul 2022 10:02:10.000,-179.999,10.486,90.000,-169.514,0.001,-90.000,-79.514,90.000,-89.999,-0.064605,0.704149,-0.704148,0.064621,0.000000,-0.052938,0.000012,0.052938,-90.000,0.013,172.590,-0.064741,0.705624,-0.705623
25 Jul 2022 10:02:20.000,-179.999,11.015,90.000,-168.985,0.001,-90.000,-78.985,90.000,-89.999,-0.067857,0.703843,-0.703842,0.067874,0.000000,-0.052939,0.000011,0.052939,-90.000,0.012,172.216,-0.068014,0.705470,-0.705469
25 Jul 2022 10:02:30.000,-179.998,11.544,90.000,-168.456,0.002,-90.000,-78.456,90.000,-89.998,-0.071107,0.703522,-0.703521,0.071126,0.000000,-0.052939,0.000011,0.052939,-90.000,0.012,171.843,-0.071288,0.705308,-0.705307
25 Jul 2022 10:02:40.000,-179.998,12.074,90.000,-167.926,0.002,-90.000,-77.926,90.000,-89.998,-0.074356,0.703186,-0.703185,0.074376,0.000000,-0.052939,0.000011,0.052939,-90.000,0.012,171.469,-0.074562,0.705139,-0.705138
25 Jul 2022 10:02:50.000,-179.998,12.603,90.000,-167.397,0.002,-90.000,-77.397,90.000,-89.998,-0.077603,0.702835,-0.702834,0.077624,0.000000,-0.052939,0.000011,0.052939,-90.000,0.012,171.096,-0.077838,0.704962,-0.704961
25 Jul 2022 10:03:00.000,-179.998,13.133,90.000,-166.867,0.002,-90.000,-76.867,90.000,-89.998,-0.080848,0.702469,-0.702468,0.080871,0.000000,-0.052939,0.000011,0.052939,-90.000,0.012,170.723,-0.081114,0.704777,-0.704776
25 Jul 2022 10:03:10.000,-179.998,13.662,90.000,-166.338,0.002,-90.000,-76.338,90.000,-89.998,-0.084092,0.702088,-0.702087,0.084116,0.000000,-0.052939,0.000011,0.052939,-90.000,0.012,170.350,-0.084391,0.704585,-0.704584
25 Jul 2022 10:03:20.000,-179.998,14.191,90.000,-165.809,0.002,-90.000,-75.809,90.000,-89.998,-0.087334,0.701692,-0.701691,0.087359,0.000000,-0.052939,0.000012,0.052939,-90.000,0.013,169.977,-0.087669,0.704385,-0.704384
25 Jul 2022 10:03:30.000,-179.998,14.721,90.000,-165.279,0.002,-90.000,-75.279,90.000,-89.998,-0.090574,0.701281,-0.701280,0.090601,0.000000,-0.052939,0.000012,0.052939,-90.000,0.013,169.604,-0.090948,0.704177,-0.704176
25 Jul 2022 10:03:40.000,-179.998,15.250,90.000,-164.750,0.002,-90.000,-74.750,90.000,-89.998,-0.093812,0.700855,-0.700854,0.093840,0.000000,-0.052939,0.000012,0.052939,-90.000,0.013,169.231,-0.094228,0.703961,-0.703960
25 Jul 2022 10:03:50.000,-179.998,15.780,90.000,-164.220,0.002,-90.000,-74.220,90.000,-89.998,-0.097048,0.700414,-0.700413,0.097078,0.000000,-0.052939,0.000013,0.052939,-90.000,0.014,168.858,-0.097508,0.703738,-0.703737
25 Jul 2022 10:04:00.000,-179.997,16.309,90.000,-163.691,0.003,-90.000,-73.691,90.000,-89.997,-0.100282,0.699958,-0.699957,0.100313,0.000000,-0.052939,0.000013,0.052939,-90.000,0.014,168.486,-0.100790,0.703506,-0.703505
25 Jul 2022 10:04:10.000,-179.997,16.838,90.000,-163.162,0.003,-90.000,-73.162,90.000,-89.997,-0.103514,0.699487,-0.699486,0.103547,0.000000,-0.052939,0.000013,0.052939,-90.000,0.014,168.113,-0.104073,0.703267,-0.703266
25 Jul 2022 10:04:20.000,-179.997,17.368,90.000,-162.632,0.003,-90.000,-72.632,90.000,-89.997,-0.106743,0.699001,-0.699000,0.106778,0.000000,-0.052939,0.000013,0.052939,-90.000,0.014,167.741,-0.107357,0.703021,-0.703020
25 Jul 2022 10:04:30.000,-179.997,17.897,90.000,-162.103,0.003,-90.000,-72.103,90.000,-89.997,-0.109971,0.698501,-0.698500,0.110007,0.000000,-0.052939,0.000012,0.052939,-90.000,0.014,167.369,-0.110642,0.702766,-0.702765
25 Jul 2022 10:04:40.000,-179.997,18.427,90.000,-161.573,0.003,-90.000,-71.573,90.000,-89.997,-0.113196,0.697985,-0.697984,0.113233,0.000000,-0.052939,0.000012,0.052939,-90.000,0.013,166.997,-0.113928,0.702503,-0.702502
25 Jul 2022 10:04:50.000,-179.997,18.956,90.000,-161.044,0.003,-90.000,-71.044,90.000,-89.997,-0.116418,0.697455,-0.697453,0.116458,0.000000,-0.052940,0.000011,0.052940,-90.000,0.012,166.625,-0.117216,0.702233,-0.702232
25 Jul 2022 10:05:00.000,-179.997,19.485,90.000,-160.515,0.003,-90.000,-70.515,90.000,-89.997,-0.119639,0.696909,-0.696908,0.119679,0.000000,-0.052940,0.000011,0.052940,-90.000,0.012,166.253,-0.120505,0.701955,-0.701953
25 Jul 2022 10:05:10.000,-179.996,20.015,89.999,-159.985,0.003,-90.000,-69.985,90.000,-89.997,-0.122856,0.696349,-0.696348,0.122898,0.000000,-0.052940,0.000010,0.052940,-90.000,0.011,165.881,-0.123795,0.701668,-0.701667
25 Jul 2022 10:05:20.000,-179.996,20.544,89.999,-159.456,0.003,-89.999,-69.456,89.999,-89.997,-0.126071,0.695774,-0.695773,0.126114,0.000000,-0.052940,0.000009,0.052940,-90.000,0.010,165.510,-0.127086,0.701374,-0.701373
25 Jul 2022 10:05:30.000,-179.996,21.073,89.999,-158.927,0.004,-89.999,-68.927,89.999,-89.996,-0.129284,0.695184,-0.695183,0.129328,0.000000,-0.052940,0.000009,0.052940,-90.000,0.010,165.138,-0.130379,0.701072,-0.701070
25 Jul 2022 10:05:40.000,-179.996,21.603,89.999,-158.397,0.004,-89.999,-68.397,89.999,-89.996,-0.132494,0.694579,-0.694578,0.132539,0.000000,-0.052940,0.000009,0.052940,-90.000,0.009,164.767,-0.133673,0.700762,-0.700760
25 Jul 2022 10:05:50.000,-179.996,22.132,89.999,-157.868,0.004,-89.999,-67.868,89.999,-89.996,-0.135700,0.693960,-0.693958,0.135747,0.000000,-0.052940,0.000008,0.052940,-90.000,0.009,164.396,-0.136968,0.700443,-0.700442
25 Jul 2022 10:06:00.000,-179.996,22.662,89.999,-157.338,0.004,-89.999,-67.338,89.999,-89.996,-0.138905,0.693325,-0.693324,0.138952,0.000000,-0.052940,0.000008,0.052940,-90.000,0.009,164.026,-0.140265,0.700117,-0.700116
25 Jul 2022 10:06:10.000,-179.996,23.191,89.999,-156.809,0.004,-89.999,-66.809,89.999,-89.996,-0.142106,0.692676,-0.692675,0.142154,0.000000,-0.052940,0.000008,0.052940,-90.000,0.009,163.655,-0.143564,0.699783,-0.699781
25 Jul 2022 10:06:20.000,-179.996,23.721,89.999,-156.279,0.004,-89.999,-66.279,89.999,-89.996,-0.145304,0.692012,-0.692011,0.145353,0.000000,-0.052940,0.000008,0.052940,-90.000,0.009,163.285,-0.146863,0.699440,-0.699439
25 Jul 2022 10:06:30.000,-179.996,24.250,89.999,-155.750,0.004,-89.999,-65.750,89.999,-89.996,-0.148499,0.691333,-0.691332,0.148549,0.000000,-0.052941,0.000009,0.052941,-90.000,0.009,162.914,-0.150165,0.699089,-0.699088
25 Jul 2022 10:06:40.000,-179.996,24.779,89.999,-155.221,0.004,-89.999,-65.221,89.999,-89.996,-0.151690,0.690640,-0.690638,0.151742,0.000000,-0.052941,0.000009,0.052941,-90.000,0.010,162.544,-0.153468,0.698731,-0.698730
25 Jul 2022 10:06:50.000,-179.995,25.309,89.999,-154.691,0.004,-89.999,-64.691,89.999,-89.996,-0.154879,0.689931,-0.689930,0.154931,0.000000,-0.052941,0.000009,0.052941,-90.000,0.010,162.174,-0.156772,0.698364,-0.698363
25 Jul 2022 10:07:00.000,-179.995,25.838,89.999,-154.162,0.004,-89.999,-64.162,89.999,-89.996,-0.158064,0.689208,-0.689207,0.158118,0.000000,-0.052941,0.000009,0.052941,-90.000,0.010,161.805,-0.160078,0.697989,-0.697988
25 Jul 2022 10:07:10.000,-179.995,26.368,89.999,-153.632,0.004,-89.999,-63.632,89.999,-89.996,-0.161246,0.688471,-0.688469,0.161301,0.000000,-0.052941,0.000009,0.052941,-90.000,0.010,161.435,-0.163386,0.697605,-0.697604
25 Jul 2022 10:07:20.000,-179.995,26.897,89.999,-153.103,0.004,-89.999,-63.103,89.999,-89.996,-0.164425,0.687718,-0.687717,0.164480,0.000000,-0.052942,0.000009,0.052942,-90.000,0.010,161.066,-0.166695,0.697214,-0.697213
25 Jul 2022 10:07:30.000,-179.995,27.426,89.999,-152.574,0.005,-89.999,-62.574,89.999,-89.995,-0.167599,0.686951,-0.686950,0.167656,0.000000,-0.052942,0.000009,0.052942,-90.000,0.010,160.697,-0.170006,0.696814,-0.696813
25 Jul 2022 10:07:40.000,-179.995,27.956,89.999,-152.044,0.005,-89.999,-62.044,89.999,-89.995,-0.170771,0.686169,-0.686168,0.170829,0.000000,-0.052942,0.000008,0.052942,-90.000,0.009,160.328,-0.173319,0.696406,-0.696405
25 Jul 2022 10:07:50.000,-179.995,28.485,89.999,-151.515,0.005,-89.999,-61.515,89.999,-89.995,-0.173939,0.685373,-0.685372,0.173998,0.000000,-0.052942,0.000007,0.052942,-90.000,0.008,159.959,-0.176633,0.695989,-0.695988
25 Jul 2022 10:08:00.000,-179.995,29.015,89.999,-150.985,0.005,-89.999,-60.985,89.999,-89.995,-0.177103,0.684562,-0.684561,0.177163,0.000000,-0.052942,0.000006,0.052942,-90.000,0.007,159.591,-0.179949,0.695564,-0.695563
25 Jul 2022 10:08:10.000,-179.995,29.544,89.999,-150.456,0.005,-89.999,-60.456,89.999,-89.995,-0.180263,0.683736,-0.683735,0.180324,0.000000,-0.052942,0.000005,0.052942,-90.000,0.005,159.223,-0.183268,0.695131,-0.695130
25 Jul 2022 10:08:20.000,-179.995,30.073,89.999,-149.927,0.005,-89.999,-59.927,89.999,-89.995,-0.183420,0.682896,-0.682895,0.183481,0.000000,-0.052943,0.000003,0.052943,-90.000,0.003,158.855,-0.186588,0.694689,-0.694688
25 Jul 2022 10:08:30.000,-179.994,30.603,89.999,-149.397,0.005,-89.999,-59.397,89.999,-89.995,-0.186573,0.682041,-0.682040,0.186634,0.000000,-0.052943,0.000001,0.052943,-90.000,0.001,158.487,-0.189910,0.694239,-0.694238
25 Jul 2022 10:08:40.000,-179.994,31.132,89.998,-148.868,0.005,-89.999,-58.868,89.999,-89.995,-0.189722,0.681171,-0.681171,0.189783,0.000000,-0.052943,-0.000000,0.052943,-90.000,-0.000,158.120,-0.193234,0.693780,-0.693780
25 Jul 2022 10:08:50.000,-179.994,31.662,89.998,-148.338,0.005,-89.999,-58.338,89.999,-89.995,-0.192867,0.680287,-0.680287,0.192928,0.000000,-0.052943,-0.000002,0.052943,-90.000,-0.002,157.753,-0.196560,0.693312,-0.693312
25 Jul 2022 10:09:00.000,-179.994,32.191,89.998,-147.809,0.005,-89.999,-57.809,89.999,-89.995,-0.196009,0.679388,-0.679389,0.196069,0.000000,-0.052943,-0.000004,0.052943,-90.000,-0.004,157.386,-0.199888,0.692836,-0.692837
25 Jul 2022 10:09:10.000,-179.994,32.721,89.998,-147.279,0.005,-89.999,-57.279,89.999,-89.995,-0.199146,0.678475,-0.678476,0.199206,0.000000,-0.052943,-0.000005,0.052943,-90.000,-0.005,157.019,-0.203219,0.692351,-0.692352
25 Jul 2022 10:09:20.000,-179.994,33.250,89.998,-146.750,0.005,-89.999,-56.750,89.999,-89.995,-0.202278,0.677547,-0.677549,0.202338,0.000000,-0.052943,-0.000006,0.052943,-90.000,-0.006,156.653,-0.206551,0.691858,-0.691859
25 Jul 2022 10:09:30.000,-179.994,33.779,89.998,-146.221,0.005,-89.998,-56.221,89.998,-89.995,-0.205407,0.676605,-0.676607,0.205466,0.000000,-0.052944,-0.000006,0.052944,-90.000,-0.007,156.286,-0.209885,0.691356,-0.691358
25 Jul 2022 10:09:40.000,-179.994,34.309,89.998,-145.691,0.004,-89.998,-55.691,89.998,-89.996,-0.208531,0.675649,-0.675651,0.208589,0.000000,-0.052944,-0.000006,0.052944,-90.000,-0.007,155.921,-0.213221,0.690845,-0.690847
25 Jul 2022 10:09:50.000,-179.995,34.838,89.998,-145.162,0.004,-89.998,-55.162,89.998,-89.996,-0.211651,0.674678,-0.674680,0.211708,0.000000,-0.052944,-0.000006,0.052944,-90.000,-0.006,155.555,-0.216560,0.690325,-0.690328
25 Jul 2022 10:10:00.000,-179.995,35.368,89.998,-144.632,0.004,-89.998,-54.632,89.998,-89.996,-0.214766,0.673692,-0.673695,0.214823,0.000000,-0.052944,-0.000005,0.052944,-90.000,-0.005,155.190,-0.219900,0.689797,-0.689800
25 Jul 2022 10:10:10.000,-179.995,35.897,89.998,-144.103,0.004,-89.998,-54.103,89.998,-89.996,-0.217877,0.672692,-0.672696,0.217933,0.000000,-0.052944,-0.000004,0.052944,-90.000,-0.004,154.825,-0.223243,0.689259,-0.689263
25 Jul 2022 10:10:20.000,-179.995,36.427,89.998,-143.573,0.004,-89.998,-53.573,89.998,-89.996,-0.220983,0.671678,-0.671682,0.221039,0.000000,-0.052945,-0.000002,0.052945,-90.000,-0.002,154.460,-0.226587,0.688713,-0.688718
25 Jul 2022 10:10:30.000,-179.994,36.956,89.998,-143.044,0.004,-89.998,-53.044,89.998,-89.996,-0.224084,0.670650,-0.670654,0.224140,0.000000,-0.052945,-0.000000,0.052945,-90.000,-0.000,154.095,-0.229934,0.688158,-0.688163
25 Jul 2022 10:10:40.000,-179.994,37.486,89.998,-142.514,0.004,-89.998,-52.514,89.998,-89.996,-0.227180,0.669607,-0.669612,0.227236,0.000000,-0.052945,0.000002,0.052945,-90.000,0.002,153.731,-0.233283,0.687595,-0.687599
25 Jul 2022 10:10:50.000,-179.994,38.015,89.998,-141.985,0.004,-89.998,-51.985,89.998,-89.996,-0.230271,0.668550,-0.668555,0.230327,0.000000,-0.052946,0.000004,0.052946,-90.000,0.004,153.367,-0.236634,0.687022,-0.687027
25 Jul 2022 10:11:00.000,-179.994,38.545,89.998,-141.455,0.004,-89.998,-51.455,89.998,-89.996,-0.233357,0.667479,-0.667484,0.233414,0.000000,-0.052946,0.000005,0.052946,-90.000,0.006,153.004,-0.239987,0.686440,-0.686445
25 Jul 2022 10:11:10.000,-179.994,39.074,89.998,-140.926,0.004,-89.998,-50.926,89.998,-89.996,-0.236439,0.666393,-0.666398,0.236496,0.000000,-0.052946,0.000007,0.052946,-90.000,0.007,152.640,-0.243342,0.685849,-0.685854
25 Jul 2022 10:11:20.000,-179.994,39.603,89.997,-140.397,0.004,-89.998,-50.397,89.998,-89.996,-0.239515,0.665294,-0.665298,0.239573,0.000000,-0.052946,0.000008,0.052946,-90.000,0.008,152.277,-0.246699,0.685249,-0.685254
25 Jul 2022 10:11:30.000,-179.994,40.133,89.997,-139.867,0.004,-89.998,-49.867,89.998,-89.996,-0.242586,0.664180,-0.664185,0.242645,0.000000,-0.052947,0.000008,0.052947,-90.000,0.009,151.915,-0.250059,0.684640,-0.684645
25 Jul 2022 10:11:40.000,-179.994,40.662,89.997,-139.338,0.004,-89.998,-49.338,89.998,-89.996,-0.245651,0.663052,-0.663056,0.245712,0.000000,-0.052947,0.000009,0.052947,-90.000,0.009,151.552,-0.253421,0.684022,-0.684027
25 Jul 2022 10:11:50.000,-179.994,41.192,89.997,-138.808,0.004,-89.998,-48.808,89.998,-89.996,-0.248712,0.661909,-0.661914,0.248773,0.000000,-0.052947,0.000009,0.052947,-90.000,0.009,151.190,-0.256785,0.683394,-0.683399
25 Jul 2022 10:12:00.000,-179.994,41.721,89.997,-138.279,0.005,-89.998,-48.279,89.998,-89.995,-0.251767,0.660753,-0.660758,0.251829,0.000000,-0.052948,0.000009,0.052948,-90.000,0.009,150.828,-0.260151,0.682757,-0.682762
25 Jul 2022 10:12:10.000,-179.993,42.251,89.997,-137.749,0.005,-89.998,-47.749,89.998,-89.995,-0.254817,0.659583,-0.659587,0.254880,0.000000,-0.052948,0.000009,0.052948,-90.000,0.009,150.467,-0.263520,0.682111,-0.682116
25 Jul 2022 10:12:20.000,-179.993,42.780,89.997,-137.220,0.005,-89.998,-47.220,89.998,-89.995,-0.257862,0.658398,-0.658403,0.257925,0.000000,-0.052948,0.000009,0.052948,-90.000,0.009,150.106,-0.266892,0.681455,-0.681460
25 Jul 2022 10:12:30.000,-179.993,43.310,89.997,-136.690,0.005,-89.998,-46.690,89.998,-89.995,-0.260900,0.657199,-0.657204,0.260965,0.000000,-0.052948,0.000009,0.052948,-90.000,0.010,149.745,-0.270266,0.680790,-0.680795
25 Jul 2022 10:12:40.000,-179.993,43.839,89.997,-136.161,0.005,-89.998,-46.161,89.998,-89.995,-0.263934,0.655987,-0.655991,0.264000,0.000000,-0.052948,0.000010,0.052948,-90.000,0.011,149.385,-0.273642,0.680115,-0.680120
25 Jul 2022 10:12:50.000,-179.993,44.369,89.997,-135.631,0.005,-89.998,-45.631,89.998,-89.995,-0.266961,0.654760,-0.654764,0.267029,0.000000,-0.052949,0.000012,0.052949,-90.000,0.012,149.025,-0.277020,0.679431,-0.679436
25 Jul 2022 10:13:00.000,-179.993,44.898,89.997,-135.102,0.005,-89.998,-45.102,89.998,-89.995,-0.269983,0.653520,-0.653523,0.270052,0.000000,-0.052949,0.000014,0.052949,-90.000,0.015,148.665,-0.280401,0.678738,-0.678742
25 Jul 2022 10:13:10.000,-179.992,45.428,89.996,-134.572,0.005,-89.998,-44.572,89.998,-89.995,-0.272999,0.652265,-0.652269,0.273070,0.000000,-0.052949,0.000016,0.052949,-90.000,0.017,148.306,-0.283785,0.678034,-0.678038
25 Jul 2022 10:13:20.000,-179.992,45.957,89.996,-134.043,0.005,-89.997,-44.043,89.997,-89.995,-0.276009,0.650997,-0.651000,0.276082,0.000000,-0.052949,0.000019,0.052949,-90.000,0.021,147.947,-0.287170,0.677322,-0.677325
25 Jul 2022 10:13:30.000,-179.992,46.487,89.996,-133.513,0.005,-89.997,-43.513,89.997,-89.995,-0.279013,0.649715,-0.649717,0.279088,0.000000,-0.052949,0.000022,0.052949,-90.000,0.024,147.588,-0.290558,0.676599,-0.676601
25 Jul 2022 10:13:40.000,-179.991,47.016,89.996,-132.984,0.006,-89.997,-42.984,89.997,-89.994,-0.282011,0.648419,-0.648420,0.282088,0.000000,-0.052949,0.000026,0.052949,-90.000,0.028,147.230,-0.293949,0.675867,-0.675868
25 Jul 2022 10:13:50.000,-179.991,47.546,89.996,-132.454,0.006,-89.997,-42.454,89.997,-89.994,-0.285002,0.647109,-0.647110,0.285083,0.000000,-0.052949,0.000030,0.052949,-90.000,0.032,146.872,-0.297341,0.675125,-0.675125
25 Jul 2022 10:14:00.000,-179.991,48.075,89.996,-131.925,0.006,-89.997,-41.925,89.997,-89.994,-0.287988,0.645786,-0.645785,0.288072,0.000000,-0.052949,0.000033,0.052949,-90.000,0.036,146.515,-0.300736,0.674373,-0.674373
25 Jul 2022 10:14:10.000,-179.990,48.605,89.996,-131.395,0.007,-89.997,-41.395,89.997,-89.993,-0.290967,0.644449,-0.644447,0.291055,0.000000,-0.052949,0.000037,0.052949,-90.000,0.040,146.158,-0.304134,0.673612,-0.673610
25 Jul 2022 10:14:20.000,-179.990,49.134,89.996,-130.866,0.007,-89.997,-40.866,89.997,-89.993,-0.293939,0.643098,-0.643094,0.294032,0.000000,-0.052949,0.000040,0.052949,-90.000,0.043,145.801,-0.307533,0.672840,-0.672837
25 Jul 2022 10:14:30.000,-179.989,49.664,89.996,-130.336,0.007,-89.997,-40.336,89.997,-89.993,-0.296905,0.641734,-0.641728,0.297002,0.000000,-0.052949,0.000042,0.052949,-90.000,0.046,145.445,-0.310936,0.672059,-0.672053
25 Jul 2022 10:14:40.000,-179.989,50.193,89.995,-129.807,0.008,-89.997,-39.807,89.997,-89.992,-0.299865,0.640355,-0.640348,0.299967,0.000000,-0.052949,0.000044,0.052949,-90.000,0.048,145.089,-0.314340,0.671268,-0.671260
25 Jul 2022 10:14:50.000,-179.988,50.723,89.995,-129.277,0.008,-89.997,-39.277,89.997,-89.992,-0.302818,0.638964,-0.638955,0.302925,0.000000,-0.052949,0.000045,0.052949,-90.000,0.049,144.733,-0.317747,0.670466,-0.670457
25 Jul 2022 10:15:00.000,-179.988,51.252,89.995,-128.748,0.009,-89.997,-38.748,89.997,-89.991,-0.305765,0.637558,-0.637547,0.305877,0.000000,-0.052949,0.000046,0.052949,-90.000,0.050,144.378,-0.321157,0.669654,-0.669643
25 Jul 2022 10:15:10.000,-179.987,51.782,89.995,-128.218,0.009,-89.997,-38.218,89.997,-89.991,-0.308705,0.636139,-0.636127,0.308822,0.000000,-0.052950,0.000046,0.052950,-90.000,0.050,144.024,-0.324570,0.668832,-0.668819
25 Jul 2022 10:15:20.000,-179.986,52.311,89.995,-127.689,0.009,-89.997,-37.689,89.997,-89.991,-0.311638,0.634707,-0.634692,0.311761,0.000000,-0.052950,0.000045,0.052950,-90.000,0.049,143.669,-0.327985,0.668000,-0.667984
25 Jul 2022 10:15:30.000,-179.986,52.841,89.994,-127.159,0.010,-89.997,-37.159,89.997,-89.990,-0.314565,0.633261,-0.633244,0.314693,0.000000,-0.052950,0.000044,0.052950,-90.000,0.048,143.315,-0.331402,0.667157,-0.667139
25 Jul 2022 10:15:40.000,-179.985,53.370,89.994,-126.630,0.010,-89.997,-36.630,89.997,-89.990,-0.317485,0.631801,-0.631783,0.317618,0.000000,-0.052950,0.000042,0.052950,-90.000,0.046,142.962,-0.334823,0.666303,-0.666284
25 Jul 2022 10:15:50.000,-179.984,53.900,89.994,-126.100,0.011,-89.996,-36.100,89.996,-89.989,-0.320399,0.630328,-0.630308,0.320536,0.000000,-0.052951,0.000040,0.052951,-90.000,0.043,142.609,-0.338246,0.665439,-0.665418
25 Jul 2022 10:16:00.000,-179.984,54.429,89.994,-125.571,0.011,-89.996,-35.571,89.996,-89.989,-0.323306,0.628841,-0.628819,0.323447,0.000000,-0.052951,0.000038,0.052951,-90.000,0.041,142.257,-0.341672,0.664564,-0.664541
25 Jul 2022 10:16:10.000,-179.983,54.959,89.993,-125.041,0.011,-89.996,-35.041,89.996,-89.989,-0.326206,0.627341,-0.627318,0.326352,0.000000,-0.052951,0.000035,0.052951,-90.000,0.038,141.905,-0.345101,0.663678,-0.663654
25 Jul 2022 10:16:20.000,-179.983,55.488,89.993,-124.512,0.012,-89.996,-34.512,89.996,-89.988,-0.329100,0.625827,-0.625803,0.329249,0.000000,-0.052951,0.000032,0.052951,-90.000,0.035,141.554,-0.348533,0.662782,-0.662756
25 Jul 2022 10:16:30.000,-179.982,56.018,89.993,-123.982,0.012,-89.996,-33.982,89.996,-89.988,-0.331986,0.624300,-0.624275,0.332139,0.000000,-0.052952,0.000029,0.052952,-90.000,0.032,141.203,-0.351967,0.661874,-0.661847
25 Jul 2022 10:16:40.000,-179.982,56.547,89.993,-123.453,0.012,-89.996,-33.453,89.996,-89.988,-0.334866,0.622759,-0.622733,0.335022,0.000000,-0.052952,0.000026,0.052952,-90.000,0.029,140.852,-0.355405,0.660955,-0.660928
25 Jul 2022 10:16:50.000,-179.981,57.077,89.992,-122.923,0.012,-89.996,-32.923,89.996,-89.988,-0.337739,0.621205,-0.621178,0.337897,0.000000,-0.052952,0.000024,0.052952,-90.000,0.026,140.502,-0.358845,0.660026,-0.659997
25 Jul 2022 10:17:00.000,-179.981,57.606,89.992,-122.394,0.013,-89.996,-32.394,89.996,-89.987,-0.340604,0.619638,-0.619610,0.340765,0.000000,-0.052953,0.000022,0.052953,-90.000,0.023,140.153,-0.362288,0.659085,-0.659056
25 Jul 2022 10:17:10.000,-179.980,58.136,89.992,-121.864,0.013,-89.996,-31.864,89.996,-89.987,-0.343463,0.618057,-0.618029,0.343626,0.000000,-0.052953,0.000020,0.052953,-90.000,0.021,139.804,-0.365733,0.658133,-0.658103
25 Jul 2022 10:17:20.000,-179.980,58.665,89.991,-121.335,0.013,-89.995,-31.335,89.995,-89.987,-0.346314,0.616463,-0.616435,0.346480,0.000000,-0.052953,0.000018,0.052953,-90.000,0.020,139.456,-0.369182,0.657170,-0.657140
25 Jul 2022 10:17:30.000,-179.979,59.195,89.991,-120.805,0.013,-89.995,-30.805,89.995,-89.987,-0.349158,0.614856,-0.614827,0.349326,0.000000,-0.052953,0.000017,0.052953,-90.000,0.019,139.108,-0.372633,0.656195,-0.656165
