"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
25 Jul 2022 19:12:30.000,1167.015147,1356.309890,3.385882,-1.249214,1.077501,-0.001279
25 Jul 2022 19:12:40.000,1154.473532,1367.027022,3.372934,-1.259091,1.065911,-0.001311
25 Jul 2022 19:12:50.000,1141.833691,1377.627806,3.359671,-1.268859,1.054231,-0.001342
25 Jul 2022 19:13:00.000,1129.096706,1388.111344,3.346095,-1.278520,1.042462,-0.001373
25 Jul 2022 19:13:10.000,1116.263664,1398.476748,3.332206,-1.288071,1.030604,-0.001405
25 Jul 2022 19:13:20.000,1103.335662,1408.723140,3.318005,-1.297511,1.018660,-0.001436
25 Jul 2022 19:13:30.000,1090.313806,1418.849651,3.303493,-1.306841,1.006628,-0.001467
25 Jul 2022 19:13:40.000,1077.199209,1428.855425,3.288673,-1.316059,0.994512,-0.001497
25 Jul 2022 19:13:50.000,1063.992994,1438.739615,3.273547,-1.325165,0.982312,-0.001528
25 Jul 2022 19:14:00.000,1050.696292,1448.501384,3.258118,-1.334157,0.970028,-0.001558
25 Jul 2022 19:14:10.000,1037.310239,1458.139909,3.242391,-1.343035,0.957663,-0.001588
25 Jul 2022 19:14:20.000,1023.835980,1467.654377,3.226368,-1.351798,0.945217,-0.001617
25 Jul 2022 19:14:30.000,1010.274668,1477.043985,3.210054,-1.360445,0.932691,-0.001646
25 Jul 2022 19:14:40.000,996.627461,1486.307943,3.193451,-1.368977,0.920087,-0.001674
25 Jul 2022 19:14:50.000,982.895522,1495.445470,3.176565,-1.377391,0.907406,-0.001703
25 Jul 2022 19:15:00.000,969.080023,1504.455798,3.159399,-1.385689,0.894647,-0.001730
25 Jul 2022 19:15:10.000,955.182140,1513.338167,3.141957,-1.393868,0.881814,-0.001758
25 Jul 2022 19:15:20.000,941.203057,1522.091829,3.124241,-1.401929,0.868906,-0.001785
25 Jul 2022 19:15:30.000,927.143963,1530.716044,3.106256,-1.409870,0.855925,-0.001812
25 Jul 2022 19:15:40.000,913.006054,1539.210084,3.088003,-1.417691,0.842871,-0.001838
25 Jul 2022 19:15:50.000,898.790536,1547.573232,3.069488,-1.425392,0.829746,-0.001865
25 Jul 2022 19:16:00.000,884.498617,1555.804780,3.050711,-1.432971,0.816552,-0.001891
25 Jul 2022 19:16:10.000,870.131518,1563.904033,3.031677,-1.440428,0.803288,-0.001916
25 Jul 2022 19:16:20.000,855.690461,1571.870308,3.012388,-1.447762,0.789956,-0.001942
25 Jul 2022 19:16:30.000,841.176680,1579.702933,2.992847,-1.454973,0.776558,-0.001967
25 Jul 2022 19:16:40.000,826.591411,1587.401250,2.973055,-1.462060,0.763095,-0.001992
25 Jul 2022 19:16:50.000,811.935897,1594.964613,2.953016,-1.469022,0.749567,-0.002016
25 Jul 2022 19:17:00.000,797.211386,1602.392387,2.932732,-1.475859,0.735977,-0.002041
25 Jul 2022 19:17:10.000,782.419129,1609.683950,2.912206,-1.482571,0.722325,-0.002065
25 Jul 2022 19:17:20.000,767.560382,1616.838693,2.891438,-1.489157,0.708613,-0.002089
25 Jul 2022 19:17:30.000,752.636405,1623.856014,2.870430,-1.495617,0.694841,-0.002113
25 Jul 2022 19:17:40.000,737.648462,1630.735325,2.849186,-1.501950,0.681011,-0.002136
25 Jul 2022 19:17:50.000,722.597819,1637.476047,2.827704,-1.508157,0.667124,-0.002160
25 Jul 2022 19:18:00.000,707.485750,1644.077608,2.805988,-1.514236,0.653179,-0.002183
25 Jul 2022 19:18:10.000,692.313533,1650.539450,2.784037,-1.520186,0.639180,-0.002207
25 Jul 2022 19:18:20.000,677.082450,1656.861020,2.761853,-1.526009,0.625125,-0.002230
25 Jul 2022 19:18:30.000,661.793793,1663.041780,2.739437,-1.531701,0.611018,-0.002253
25 Jul 2022 19:18:40.000,646.448858,1669.081201,2.716790,-1.537264,0.596858,-0.002276
25 Jul 2022 19:18:50.000,631.048948,1674.978764,2.693912,-1.542696,0.582647,-0.002299
25 Jul 2022 19:19:00.000,615.595374,1680.733965,2.670804,-1.547997,0.568386,-0.002322
25 Jul 2022 19:19:10.000,600.089451,1686.346313,2.647468,-1.553166,0.554076,-0.002345
25 Jul 2022 19:19:20.000,584.532501,1691.815329,2.623904,-1.558202,0.539719,-0.002368
25 Jul 2022 19:19:30.000,568.925851,1697.140550,2.600114,-1.563106,0.525317,-0.002390
25 Jul 2022 19:19:40.000,553.270831,1702.321525,2.576099,-1.567876,0.510871,-0.002413
25 Jul 2022 19:19:50.000,537.568774,1707.357818,2.551862,-1.572513,0.496381,-0.002435
25 Jul 2022 19:20:00.000,521.821018,1712.249006,2.527402,-1.577016,0.481850,-0.002457
25 Jul 2022 19:20:10.000,506.028899,1716.994677,2.502723,-1.581385,0.467278,-0.002479
25 Jul 2022 19:20:20.000,490.193760,1721.594433,2.477826,-1.585620,0.452667,-0.002501
25 Jul 2022 19:20:30.000,474.316942,1726.047886,2.452713,-1.589721,0.438017,-0.002522
25 Jul 2022 19:20:40.000,458.399791,1730.354659,2.427385,-1.593687,0.423331,-0.002543
25 Jul 2022 19:20:50.000,442.443654,1734.514385,2.401844,-1.597518,0.408608,-0.002565
25 Jul 2022 19:21:00.000,426.449884,1738.526711,2.376091,-1.601214,0.393851,-0.002586
25 Jul 2022 19:21:10.000,410.419835,1742.391290,2.350126,-1.604774,0.379059,-0.002607
25 Jul 2022 19:21:20.000,394.354867,1746.107791,2.323950,-1.608197,0.364235,-0.002628
25 Jul 2022 19:21:30.000,378.256344,1749.675891,2.297562,-1.611485,0.349380,-0.002649
25 Jul 2022 19:21:40.000,362.125633,1753.095284,2.270962,-1.614635,0.334494,-0.002671
25 Jul 2022 19:21:50.000,345.964108,1756.365673,2.244150,-1.617648,0.319579,-0.002692
25 Jul 2022 19:22:00.000,329.773142,1759.486778,2.217124,-1.620523,0.304637,-0.002713
25 Jul 2022 19:22:10.000,313.554115,1762.458332,2.189883,-1.623260,0.289669,-0.002735
25 Jul 2022 19:22:20.000,297.308408,1765.280081,2.162426,-1.625859,0.274677,-0.002757
25 Jul 2022 19:22:30.000,281.037402,1767.951787,2.134752,-1.628319,0.259661,-0.002778
25 Jul 2022 19:22:40.000,264.742481,1770.473222,2.106860,-1.630642,0.244623,-0.002800
25 Jul 2022 19:22:50.000,248.425030,1772.844174,2.078751,-1.632825,0.229564,-0.002822
25 Jul 2022 19:23:00.000,232.086434,1775.064442,2.050423,-1.634871,0.214486,-0.002844
25 Jul 2022 19:23:10.000,215.728081,1777.133837,2.021878,-1.636777,0.199390,-0.002865
25 Jul 2022 19:23:20.000,199.351358,1779.052180,1.993116,-1.638545,0.184276,-0.002887
25 Jul 2022 19:23:30.000,182.957654,1780.819306,1.964137,-1.640173,0.169146,-0.002909
25 Jul 2022 19:23:40.000,166.548363,1782.435059,1.934944,-1.641662,0.154002,-0.002930
25 Jul 2022 19:23:50.000,150.124879,1783.899295,1.905536,-1.643012,0.138843,-0.002951
25 Jul 2022 19:24:00.000,133.688599,1785.211884,1.875915,-1.644221,0.123672,-0.002973
25 Jul 2022 19:24:10.000,117.240926,1786.372707,1.846083,-1.645290,0.108490,-0.002994
25 Jul 2022 19:24:20.000,100.783262,1787.381657,1.816040,-1.646219,0.093298,-0.003015
25 Jul 2022 19:24:30.000,84.317016,1788.238646,1.785789,-1.647007,0.078098,-0.003035
25 Jul 2022 19:24:40.000,67.843596,1788.943596,1.755332,-1.647654,0.062891,-0.003056
25 Jul 2022 19:24:50.000,51.364413,1789.496447,1.724670,-1.648159,0.047679,-0.003076
25 Jul 2022 19:25:00.000,34.880880,1789.897155,1.693807,-1.648524,0.032463,-0.003096
25 Jul 2022 19:25:10.000,18.394409,1790.145690,1.662747,-1.648747,0.017244,-0.003116
25 Jul 2022 19:25:20.000,1.906412,1790.242040,1.631494,-1.648829,0.002026,-0.003135
25 Jul 2022 19:25:30.000,-14.581702,1790.186207,1.600053,-1.648770,-0.013192,-0.003153
25 Jul 2022 19:25:40.000,-31.068525,1789.978208,1.568430,-1.648571,-0.028407,-0.003171
25 Jul 2022 19:25:50.000,-47.552650,1789.618076,1.536630,-1.648231,-0.043619,-0.003189
25 Jul 2022 19:26:00.000,-64.032675,1789.105855,1.504660,-1.647751,-0.058825,-0.003205
25 Jul 2022 19:26:10.000,-80.507200,1788.441605,1.472528,-1.647131,-0.074024,-0.003221
25 Jul 2022 19:26:20.000,-96.974828,1787.625398,1.440238,-1.646372,-0.089216,-0.003237
25 Jul 2022 19:26:30.000,-113.434168,1786.657316,1.407798,-1.645473,-0.104399,-0.003251
25 Jul 2022 19:26:40.000,-129.883828,1785.537454,1.375211,-1.644436,-0.119572,-0.003266
25 Jul 2022 19:26:50.000,-146.322421,1784.265918,1.342483,-1.643260,-0.134734,-0.003280
25 Jul 2022 19:27:00.000,-162.748563,1782.842823,1.309616,-1.641946,-0.149883,-0.003293
25 Jul 2022 19:27:10.000,-179.160871,1781.268296,1.276615,-1.640493,-0.165020,-0.003307
25 Jul 2022 19:27:20.000,-195.557965,1779.542471,1.243480,-1.638903,-0.180143,-0.003320
25 Jul 2022 19:27:30.000,-211.938464,1777.665495,1.210213,-1.637174,-0.195250,-0.003333
25 Jul 2022 19:27:40.000,-228.300989,1775.637522,1.176816,-1.635308,-0.210342,-0.003346
25 Jul 2022 19:27:50.000,-244.644161,1773.458717,1.143290,-1.633304,-0.225416,-0.003359
25 Jul 2022 19:28:00.000,-260.966600,1771.129256,1.109635,-1.631161,-0.240473,-0.003372
25 Jul 2022 19:28:10.000,-277.266926,1768.649325,1.075853,-1.628881,-0.255510,-0.003384
25 Jul 2022 19:28:20.000,-293.543756,1766.019123,1.041947,-1.626462,-0.270527,-0.003397
25 Jul 2022 19:28:30.000,-309.795709,1763.238859,1.007919,-1.623905,-0.285522,-0.003409
25 Jul 2022 19:28:40.000,-326.021400,1760.308758,0.973771,-1.621210,-0.300494,-0.003421
25 Jul 2022 19:28:50.000,-342.219446,1757.229057,0.939506,-1.618376,-0.315442,-0.003432
25 Jul 2022 19:29:00.000,-358.388461,1754.000010,0.905129,-1.615404,-0.330363,-0.003443
25 Jul 2022 19:29:10.000,-374.527065,1750.621884,0.870641,-1.612294,-0.345257,-0.003454
25 Jul 2022 19:29:20.000,-390.633875,1747.094961,0.836047,-1.609045,-0.360122,-0.003465
25 Jul 2022 19:29:30.000,-406.707514,1743.419541,0.801350,-1.605660,-0.374957,-0.003475
25 Jul 2022 19:29:40.000,-422.746608,1739.595935,0.766552,-1.602136,-0.389759,-0.003485
25 Jul 2022 19:29:50.000,-438.749786,1735.624472,0.731656,-1.598477,-0.404528,-0.003494
25 Jul 2022 19:30:00.000,-454.715684,1731.505492,0.696664,-1.594680,-0.419262,-0.003504
25 Jul 2022 19:30:10.000,-470.642942,1727.239351,0.661578,-1.590749,-0.433960,-0.003513
25 Jul 2022 19:30:20.000,-486.530206,1722.826414,0.626401,-1.586682,-0.448621,-0.003522
25 Jul 2022 19:30:30.000,-502.376125,1718.267060,0.591134,-1.582480,-0.463243,-0.003531
25 Jul 2022 19:30:40.000,-518.179355,1713.561679,0.555780,-1.578144,-0.477826,-0.003540
25 Jul 2022 19:30:50.000,-533.938555,1708.710672,0.520342,-1.573674,-0.492368,-0.003548
25 Jul 2022 19:31:00.000,-549.652389,1703.714453,0.484823,-1.569071,-0.506869,-0.003556
25 Jul 2022 19:31:10.000,-565.319524,1698.573444,0.449227,-1.564334,-0.521326,-0.003563
25 Jul 2022 19:31:20.000,-580.938630,1693.288083,0.413558,-1.559465,-0.535739,-0.003570
25 Jul 2022 19:31:30.000,-596.508381,1687.858816,0.377821,-1.554463,-0.550107,-0.003577
25 Jul 2022 19:31:40.000,-612.027455,1682.286104,0.342021,-1.549330,-0.564428,-0.003583
25 Jul 2022 19:31:50.000,-627.494535,1676.570418,0.306163,-1.544064,-0.578701,-0.003589
25 Jul 2022 19:32:00.000,-642.908307,1670.712246,0.270252,-1.538668,-0.592925,-0.003594
25 Jul 2022 19:32:10.000,-658.267462,1664.712082,0.234291,-1.533141,-0.607099,-0.003598
25 Jul 2022 19:32:20.000,-673.570695,1658.570438,0.198286,-1.527484,-0.621221,-0.003603
25 Jul 2022 19:32:30.000,-688.816710,1652.287833,0.162240,-1.521697,-0.635291,-0.003606
25 Jul 2022 19:32:40.000,-704.004212,1645.864799,0.126157,-1.515782,-0.649307,-0.003610
25 Jul 2022 19:32:50.000,-719.131913,1639.301880,0.090040,-1.509737,-0.663268,-0.003613
25 Jul 2022 19:33:00.000,-734.198531,1632.599628,0.053891,-1.503565,-0.677173,-0.003616
25 Jul 2022 19:33:10.000,-749.202786,1625.758606,0.017713,-1.497265,-0.691022,-0.003619
25 Jul 2022 19:33:20.000,-764.143405,1618.779389,-0.018491,-1.490838,-0.704812,-0.003622
25 Jul 2022 19:33:30.000,-779.019117,1611.662560,-0.054721,-1.484284,-0.718544,-0.003624
25 Jul 2022 19:33:40.000,-793.828656,1604.408716,-0.090972,-1.477603,-0.732215,-0.003626
25 Jul 2022 19:33:50.000,-808.570759,1597.018462,-0.127241,-1.470797,-0.745825,-0.003628
25 Jul 2022 19:34:00.000,-823.244170,1589.492419,-0.163526,-1.463865,-0.759373,-0.003629
25 Jul 2022 19:34:10.000,-837.847633,1581.831217,-0.199822,-1.456807,-0.772857,-0.003630
25 Jul 2022 19:34:20.000,-852.379901,1574.035501,-0.236125,-1.449626,-0.786275,-0.003630
25 Jul 2022 19:34:30.000,-866.839732,1566.105929,-0.272427,-1.442320,-0.799628,-0.003630
25 Jul 2022 19:34:40.000,-881.225889,1558.043171,-0.308724,-1.434891,-0.812912,-0.003629
25 Jul 2022 19:34:50.000,-895.537144,1549.847911,-0.345009,-1.427340,-0.826128,-0.003628
25 Jul 2022 19:35:00.000,-909.772276,1541.520844,-0.381273,-1.419667,-0.839274,-0.003625
25 Jul 2022 19:35:10.000,-923.930072,1533.062678,-0.417510,-1.411872,-0.852348,-0.003622
25 Jul 2022 19:35:20.000,-938.009325,1524.474133,-0.453711,-1.403958,-0.865349,-0.003618
25 Jul 2022 19:35:30.000,-952.008840,1515.755938,-0.489869,-1.395925,-0.878277,-0.003613
25 Jul 2022 19:35:40.000,-965.927426,1506.908832,-0.525976,-1.387773,-0.891131,-0.003608
25 Jul 2022 19:35:50.000,-979.763901,1497.933567,-0.562026,-1.379503,-0.903909,-0.003602
25 Jul 2022 19:36:00.000,-993.517091,1488.830902,-0.598012,-1.371116,-0.916611,-0.003595
25 Jul 2022 19:36:10.000,-1007.185827,1479.601605,-0.633932,-1.362612,-0.929235,-0.003588
25 Jul 2022 19:36:20.000,-1020.768947,1470.246455,-0.669780,-1.353993,-0.941781,-0.003581
25 Jul 2022 19:36:30.000,-1034.265297,1460.766241,-0.705556,-1.345258,-0.954248,-0.003574
25 Jul 2022 19:36:40.000,-1047.673728,1451.161761,-0.741259,-1.336409,-0.966634,-0.003567
25 Jul 2022 19:36:50.000,-1060.993098,1441.433823,-0.776888,-1.327446,-0.978939,-0.003559
25 Jul 2022 19:37:00.000,-1074.222271,1431.583246,-0.812446,-1.318370,-0.991162,-0.003552
25 Jul 2022 19:37:10.000,-1087.360118,1421.610858,-0.847934,-1.309181,-1.003301,-0.003545
25 Jul 2022 19:37:20.000,-1100.405516,1411.517498,-0.883355,-1.299880,-1.015356,-0.003539
25 Jul 2022 19:37:30.000,-1113.357351,1401.304015,-0.918710,-1.290468,-1.027326,-0.003532
25 Jul 2022 19:37:40.000,-1126.214514,1390.971269,-0.954000,-1.280946,-1.039209,-0.003526
25 Jul 2022 19:37:50.000,-1138.975903,1380.520129,-0.989227,-1.271314,-1.051004,-0.003520
25 Jul 2022 19:38:00.000,-1151.640424,1369.951476,-1.024391,-1.261572,-1.062711,-0.003513
25 Jul 2022 19:38:10.000,-1164.206990,1359.266200,-1.059490,-1.251723,-1.074329,-0.003507
25 Jul 2022 19:38:20.000,-1176.674520,1348.465203,-1.094523,-1.241765,-1.085855,-0.003500
25 Jul 2022 19:38:30.000,-1189.041942,1337.549397,-1.129486,-1.231701,-1.097290,-0.003493
25 Jul 2022 19:38:40.000,-1201.308189,1326.519706,-1.164376,-1.221531,-1.108632,-0.003485
25 Jul 2022 19:38:50.000,-1213.472206,1315.377064,-1.199191,-1.211255,-1.119880,-0.003478
25 Jul 2022 19:39:00.000,-1225.532941,1304.122418,-1.233929,-1.200875,-1.131033,-0.003470
25 Jul 2022 19:39:10.000,-1237.489355,1292.756726,-1.268586,-1.190391,-1.142089,-0.003462
25 Jul 2022 19:39:20.000,-1249.340417,1281.280955,-1.303163,-1.179805,-1.153048,-0.003454
25 Jul 2022 19:39:30.000,-1261.085107,1269.696087,-1.337660,-1.169116,-1.163909,-0.003446
25 Jul 2022 19:39:40.000,-1272.722412,1258.003111,-1.372080,-1.158328,-1.174670,-0.003438
25 Jul 2022 19:39:50.000,-1284.251335,1246.203028,-1.406426,-1.147440,-1.185330,-0.003431
25 Jul 2022 19:40:00.000,-1295.670886,1234.296850,-1.440703,-1.136454,-1.195889,-0.003425
25 Jul 2022 19:40:10.000,-1306.980089,1222.285596,-1.474919,-1.125371,-1.206345,-0.003419
25 Jul 2022 19:40:20.000,-1318.177979,1210.170295,-1.509079,-1.114191,-1.216698,-0.003413
25 Jul 2022 19:40:30.000,-1329.263602,1197.951984,-1.543190,-1.102917,-1.226947,-0.003409
25 Jul 2022 19:40:40.000,-1340.236017,1185.631707,-1.577262,-1.091550,-1.237091,-0.003405
25 Jul 2022 19:40:50.000,-1351.094292,1173.210516,-1.611298,-1.080090,-1.247130,-0.003402
25 Jul 2022 19:41:00.000,-1361.837508,1160.689469,-1.645306,-1.068538,-1.257062,-0.003400
25 Jul 2022 19:41:10.000,-1372.464756,1148.069633,-1.679290,-1.056896,-1.266887,-0.003397
25 Jul 2022 19:41:20.000,-1382.975137,1135.352078,-1.713252,-1.045165,-1.276605,-0.003395
25 Jul 2022 19:41:30.000,-1393.367761,1122.537883,-1.747193,-1.033345,-1.286215,-0.003393
25 Jul 2022 19:41:40.000,-1403.641750,1109.628132,-1.781112,-1.021438,-1.295717,-0.003391
25 Jul 2022 19:41:50.000,-1413.796231,1096.623915,-1.815008,-1.009444,-1.305109,-0.003388
25 Jul 2022 19:42:00.000,-1423.830343,1083.526328,-1.848875,-0.997364,-1.314390,-0.003385
25 Jul 2022 19:42:10.000,-1433.743230,1070.336477,-1.882707,-0.985199,-1.323561,-0.003381
25 Jul 2022 19:42:20.000,-1443.534046,1057.055470,-1.916498,-0.972950,-1.332621,-0.003377
25 Jul 2022 19:42:30.000,-1453.201951,1043.684428,-1.950237,-0.960617,-1.341569,-0.003371
25 Jul 2022 19:42:40.000,-1462.746114,1030.224475,-1.983916,-0.948202,-1.350403,-0.003365
25 Jul 2022 19:42:50.000,-1472.165711,1016.676749,-2.017525,-0.935704,-1.359123,-0.003357
25 Jul 2022 19:43:00.000,-1481.459928,1003.042393,-2.051051,-0.923126,-1.367729,-0.003348
25 Jul 2022 19:43:10.000,-1490.627957,989.322562,-2.084486,-0.910467,-1.376218,-0.003338
25 Jul 2022 19:43:20.000,-1499.669003,975.518420,-2.117816,-0.897729,-1.384591,-0.003328
25 Jul 2022 19:43:30.000,-1508.582282,961.631141,-2.151034,-0.884914,-1.392845,-0.003316
25 Jul 2022 19:43:40.000,-1517.367019,947.661910,-2.184128,-0.872021,-1.400981,-0.003303
25 Jul 2022 19:43:50.000,-1526.022454,933.611919,-2.217092,-0.859053,-1.408997,-0.003290
25 Jul 2022 19:44:00.000,-1534.547839,919.482370,-2.249916,-0.846011,-1.416893,-0.003275
25 Jul 2022 19:44:10.000,-1542.942441,905.274473,-2.282597,-0.832897,-1.424667,-0.003261
25 Jul 2022 19:44:20.000,-1551.205538,890.989443,-2.315128,-0.819711,-1.432319,-0.003246
25 Jul 2022 19:44:30.000,-1559.336424,876.628504,-2.347507,-0.806455,-1.439849,-0.003230
25 Jul 2022 19:44:40.000,-1567.334407,862.192883,-2.379732,-0.793130,-1.447255,-0.003215
25 Jul 2022 19:44:50.000,-1575.198804,847.683813,-2.411800,-0.779738,-1.454538,-0.003199
25 Jul 2022 19:45:00.000,-1582.928947,833.102532,-2.443711,-0.766280,-1.461697,-0.003183
25 Jul 2022 19:45:10.000,-1590.524179,818.450280,-2.475464,-0.752756,-1.468732,-0.003167
25 Jul 2022 19:45:20.000,-1597.983853,803.728304,-2.507058,-0.739168,-1.475642,-0.003151
25 Jul 2022 19:45:30.000,-1605.307332,788.937856,-2.538492,-0.725517,-1.482427,-0.003135
25 Jul 2022 19:45:40.000,-1612.493991,774.080192,-2.569763,-0.711804,-1.489085,-0.003119
25 Jul 2022 19:45:50.000,-1619.543212,759.156575,-2.600869,-0.698030,-1.495617,-0.003102
25 Jul 2022 19:46:00.000,-1626.454391,744.168273,-2.631807,-0.684196,-1.502022,-0.003085
25 Jul 2022 19:46:10.000,-1633.226932,729.116562,-2.662572,-0.670303,-1.508299,-0.003068
25 Jul 2022 19:46:20.000,-1639.860252,714.002723,-2.693161,-0.656352,-1.514447,-0.003050
25 Jul 2022 19:46:30.000,-1646.353781,698.828045,-2.723568,-0.642345,-1.520467,-0.003031
25 Jul 2022 19:46:40.000,-1652.706959,683.593821,-2.753789,-0.628282,-1.526356,-0.003013
25 Jul 2022 19:46:50.000,-1658.919240,668.301351,-2.783819,-0.614165,-1.532116,-0.002993
25 Jul 2022 19:47:00.000,-1664.990092,652.951940,-2.813655,-0.599996,-1.537745,-0.002974
25 Jul 2022 19:47:10.000,-1670.918995,637.546896,-2.843294,-0.585776,-1.543242,-0.002954
25 Jul 2022 19:47:20.000,-1676.705443,622.087533,-2.872733,-0.571505,-1.548608,-0.002934
25 Jul 2022 19:47:30.000,-1682.348942,606.575166,-2.901968,-0.557186,-1.553843,-0.002913
25 Jul 2022 19:47:40.000,-1687.849011,591.011116,-2.931000,-0.542820,-1.558945,-0.002893
25 Jul 2022 19:47:50.000,-1693.205179,575.396705,-2.959826,-0.528406,-1.563915,-0.002872
25 Jul 2022 19:48:00.000,-1698.416989,559.733259,-2.988445,-0.513948,-1.568752,-0.002851
25 Jul 2022 19:48:10.000,-1703.483993,544.022107,-3.016855,-0.499446,-1.573456,-0.002830
25 Jul 2022 19:48:20.000,-1708.405756,528.264583,-3.045053,-0.484900,-1.578026,-0.002809
25 Jul 2022 19:48:30.000,-1713.181854,512.462024,-3.073039,-0.470313,-1.582463,-0.002788
25 Jul 2022 19:48:40.000,-1717.811874,496.615771,-3.100807,-0.455684,-1.586765,-0.002766
25 Jul 2022 19:48:50.000,-1722.295412,480.727171,-3.128356,-0.441017,-1.590932,-0.002744
25 Jul 2022 19:49:00.000,-1726.632081,464.797574,-3.155680,-0.426311,-1.594964,-0.002721
25 Jul 2022 19:49:10.000,-1730.821502,448.828336,-3.182775,-0.411567,-1.598861,-0.002698
25 Jul 2022 19:49:20.000,-1734.863311,432.820815,-3.209637,-0.396788,-1.602621,-0.002674
25 Jul 2022 19:49:30.000,-1738.757157,416.776377,-3.236261,-0.381975,-1.606244,-0.002650
25 Jul 2022 19:49:40.000,-1742.502700,400.696389,-3.262642,-0.367128,-1.609731,-0.002626
25 Jul 2022 19:49:50.000,-1746.099618,384.582221,-3.288777,-0.352250,-1.613080,-0.002601
25 Jul 2022 19:50:00.000,-1749.547598,368.435248,-3.314662,-0.337341,-1.616292,-0.002576
25 Jul 2022 19:50:10.000,-1752.846342,352.256846,-3.340295,-0.322403,-1.619366,-0.002551
25 Jul 2022 19:50:20.000,-1755.995567,336.048393,-3.365672,-0.307437,-1.622302,-0.002525
25 Jul 2022 19:50:30.000,-1758.994999,319.811269,-3.390793,-0.292445,-1.625100,-0.002499
25 Jul 2022 19:50:40.000,-1761.844381,303.546855,-3.415656,-0.277427,-1.627760,-0.002473
25 Jul 2022 19:50:50.000,-1764.543465,287.256534,-3.440260,-0.262386,-1.630281,-0.002447
25 Jul 2022 19:51:00.000,-1767.092016,270.941690,-3.464604,-0.247321,-1.632664,-0.002421
25 Jul 2022 19:51:10.000,-1769.489810,254.603707,-3.488687,-0.232234,-1.634909,-0.002395
25 Jul 2022 19:51:20.000,-1771.736636,238.243971,-3.512508,-0.217127,-1.637015,-0.002369
25 Jul 2022 19:51:30.000,-1773.832292,221.863870,-3.536065,-0.202001,-1.638982,-0.002342
25 Jul 2022 19:51:40.000,-1775.776588,205.464794,-3.559357,-0.186856,-1.640810,-0.002316
25 Jul 2022 19:51:50.000,-1777.569345,189.048135,-3.582380,-0.171693,-1.642499,-0.002289
25 Jul 2022 19:52:00.000,-1779.210395,172.615287,-3.605131,-0.156514,-1.644048,-0.002261
25 Jul 2022 19:52:10.000,-1780.699582,156.167648,-3.627607,-0.141321,-1.645457,-0.002234
25 Jul 2022 19:52:20.000,-1782.036763,139.706619,-3.649804,-0.126113,-1.646726,-0.002205
25 Jul 2022 19:52:30.000,-1783.221807,123.233604,-3.671716,-0.110894,-1.647854,-0.002177
25 Jul 2022 19:52:40.000,-1784.254596,106.750010,-3.693338,-0.095663,-1.648841,-0.002148
25 Jul 2022 19:52:50.000,-1785.135029,90.257248,-3.714666,-0.080422,-1.649688,-0.002118
25 Jul 2022 19:53:00.000,-1785.863017,73.756729,-3.735694,-0.065174,-1.650393,-0.002088
25 Jul 2022 19:53:10.000,-1786.438486,57.249868,-3.756418,-0.049919,-1.650956,-0.002057
25 Jul 2022 19:53:20.000,-1786.861377,40.738080,-3.776834,-0.034659,-1.651378,-0.002026
25 Jul 2022 19:53:30.000,-1787.131648,24.222777,-3.796938,-0.019395,-1.651659,-0.001995
25 Jul 2022 19:53:40.000,-1787.249268,7.705376,-3.816727,-0.004129,-1.651798,-0.001963
25 Jul 2022 19:53:50.000,-1787.214222,-8.812713,-3.836198,0.011138,-1.651796,-0.001931
25 Jul 2022 19:54:00.000,-1787.026509,-25.330077,-3.855349,0.026404,-1.651653,-0.001899
25 Jul 2022 19:54:10.000,-1786.686138,-41.845309,-3.874180,0.041669,-1.651370,-0.001867
25 Jul 2022 19:54:20.000,-1786.193132,-58.356999,-3.892688,0.056931,-1.650945,-0.001835
25 Jul 2022 19:54:30.000,-1785.547524,-74.863741,-3.910873,0.072189,-1.650380,-0.001802
25 Jul 2022 19:54:40.000,-1784.749359,-91.364130,-3.928732,0.087442,-1.649674,-0.001770
25 Jul 2022 19:54:50.000,-1783.798695,-107.856760,-3.946265,0.102689,-1.648828,-0.001737
25 Jul 2022 19:55:00.000,-1782.695598,-124.340225,-3.963467,0.117929,-1.647841,-0.001704
25 Jul 2022 19:55:10.000,-1781.440150,-140.813118,-3.980336,0.133159,-1.646714,-0.001670
25 Jul 2022 19:55:20.000,-1780.032442,-157.274034,-3.996868,0.148380,-1.645446,-0.001636
25 Jul 2022 19:55:30.000,-1778.472583,-173.721563,-4.013058,0.163590,-1.644037,-0.001602
25 Jul 2022 19:55:40.000,-1776.760691,-190.154301,-4.028902,0.178786,-1.642487,-0.001567
25 Jul 2022 19:55:50.000,-1774.896900,-206.570838,-4.044395,0.193969,-1.640797,-0.001532
25 Jul 2022 19:56:00.000,-1772.881360,-222.969771,-4.059532,0.209136,-1.638966,-0.001496
25 Jul 2022 19:56:10.000,-1770.714230,-239.349695,-4.074311,0.224287,-1.636995,-0.001460
25 Jul 2022 19:56:20.000,-1768.395688,-255.709210,-4.088730,0.239419,-1.634884,-0.001424
25 Jul 2022 19:56:30.000,-1765.925919,-272.046915,-4.102786,0.254532,-1.632634,-0.001388
25 Jul 2022 19:56:40.000,-1763.305125,-288.361415,-4.116482,0.269624,-1.630243,-0.001351
25 Jul 2022 19:56:50.000,-1760.533515,-304.651316,-4.129817,0.284694,-1.627714,-0.001316
