"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
25 Jul 2022 10:00:10.000,-128.826042,1782.751420,-0.000037,-1.647137,-0.119025,-0.000005
25 Jul 2022 10:00:20.000,-145.291666,1781.485104,-0.000097,-1.645964,-0.134236,-0.000007
25 Jul 2022 10:00:30.000,-161.744866,1780.066739,-0.000181,-1.644652,-0.149435,-0.000010
25 Jul 2022 10:00:40.000,-178.184250,1778.496451,-0.000289,-1.643201,-0.164620,-0.000012
25 Jul 2022 10:00:50.000,-194.608428,1776.774376,-0.000420,-1.641611,-0.179792,-0.000014
25 Jul 2022 10:01:00.000,-211.016014,1774.900661,-0.000577,-1.639883,-0.194948,-0.000017
25 Jul 2022 10:01:10.000,-227.405618,1772.875460,-0.000761,-1.638015,-0.210089,-0.000020
25 Jul 2022 10:01:20.000,-243.775853,1770.698941,-0.000975,-1.636009,-0.225212,-0.000023
25 Jul 2022 10:01:30.000,-260.125331,1768.371277,-0.001219,-1.633864,-0.240317,-0.000026
25 Jul 2022 10:01:40.000,-276.452663,1765.892658,-0.001496,-1.631580,-0.255403,-0.000029
25 Jul 2022 10:01:50.000,-292.756459,1763.263281,-0.001806,-1.629156,-0.270469,-0.000033
25 Jul 2022 10:02:00.000,-309.035326,1760.483358,-0.002150,-1.626594,-0.285512,-0.000036
25 Jul 2022 10:02:10.000,-325.287872,1757.553114,-0.002527,-1.623892,-0.300533,-0.000039
25 Jul 2022 10:02:20.000,-341.512704,1754.472788,-0.002938,-1.621051,-0.315528,-0.000043
25 Jul 2022 10:02:30.000,-357.708429,1751.242635,-0.003382,-1.618071,-0.330498,-0.000046
25 Jul 2022 10:02:40.000,-373.873655,1747.862925,-0.003859,-1.614951,-0.345440,-0.000049
25 Jul 2022 10:02:50.000,-390.006991,1744.333941,-0.004367,-1.611693,-0.360352,-0.000052
25 Jul 2022 10:03:00.000,-406.107051,1740.655986,-0.004906,-1.608296,-0.375234,-0.000056
25 Jul 2022 10:03:10.000,-422.172451,1736.829374,-0.005478,-1.604761,-0.390083,-0.000059
25 Jul 2022 10:03:20.000,-438.201813,1732.854437,-0.006082,-1.601088,-0.404899,-0.000062
25 Jul 2022 10:03:30.000,-454.193764,1728.731519,-0.006718,-1.597279,-0.419679,-0.000065
25 Jul 2022 10:03:40.000,-470.146935,1724.460977,-0.007389,-1.593333,-0.434423,-0.000069
25 Jul 2022 10:03:50.000,-486.059962,1720.043182,-0.008095,-1.589250,-0.449130,-0.000072
25 Jul 2022 10:04:00.000,-501.931490,1715.478516,-0.008836,-1.585033,-0.463797,-0.000076
25 Jul 2022 10:04:10.000,-517.760163,1710.767372,-0.009613,-1.580680,-0.478425,-0.000080
25 Jul 2022 10:04:20.000,-533.544635,1705.910156,-0.010426,-1.576192,-0.493011,-0.000083
25 Jul 2022 10:04:30.000,-549.283560,1700.907284,-0.011276,-1.571570,-0.507556,-0.000087
25 Jul 2022 10:04:40.000,-564.975598,1695.759184,-0.012161,-1.566815,-0.522057,-0.000090
25 Jul 2022 10:04:50.000,-580.619410,1690.466295,-0.013079,-1.561926,-0.536513,-0.000093
25 Jul 2022 10:05:00.000,-596.213665,1685.029070,-0.014029,-1.556903,-0.550924,-0.000097
25 Jul 2022 10:05:10.000,-611.757032,1679.447974,-0.015009,-1.551748,-0.565287,-0.000099
25 Jul 2022 10:05:20.000,-627.248184,1673.723483,-0.016017,-1.546461,-0.579603,-0.000102
25 Jul 2022 10:05:30.000,-642.685802,1667.856088,-0.017051,-1.541041,-0.593868,-0.000105
25 Jul 2022 10:05:40.000,-658.068569,1661.846290,-0.018109,-1.535490,-0.608083,-0.000107
25 Jul 2022 10:05:50.000,-673.395174,1655.694604,-0.019191,-1.529809,-0.622246,-0.000109
25 Jul 2022 10:06:00.000,-688.664311,1649.401557,-0.020294,-1.523997,-0.636355,-0.000111
25 Jul 2022 10:06:10.000,-703.874680,1642.967684,-0.021420,-1.518055,-0.650410,-0.000114
25 Jul 2022 10:06:20.000,-719.024986,1636.393535,-0.022567,-1.511984,-0.664410,-0.000116
25 Jul 2022 10:06:30.000,-734.113940,1629.679667,-0.023736,-1.505785,-0.678354,-0.000118
25 Jul 2022 10:06:40.000,-749.140256,1622.826650,-0.024929,-1.499457,-0.692240,-0.000120
25 Jul 2022 10:06:50.000,-764.102654,1615.835062,-0.026145,-1.493001,-0.706068,-0.000123
25 Jul 2022 10:07:00.000,-778.999855,1608.705493,-0.027385,-1.486418,-0.719836,-0.000125
25 Jul 2022 10:07:10.000,-793.830589,1601.438544,-0.028650,-1.479708,-0.733544,-0.000128
25 Jul 2022 10:07:20.000,-808.593585,1594.034828,-0.029939,-1.472871,-0.747189,-0.000130
25 Jul 2022 10:07:30.000,-823.287579,1586.494969,-0.031253,-1.465907,-0.760772,-0.000133
25 Jul 2022 10:07:40.000,-837.911310,1578.819605,-0.032589,-1.458818,-0.774290,-0.000135
25 Jul 2022 10:07:50.000,-852.463525,1571.009388,-0.033946,-1.451604,-0.787742,-0.000137
25 Jul 2022 10:08:00.000,-866.942975,1563.064980,-0.035322,-1.444265,-0.801128,-0.000138
25 Jul 2022 10:08:10.000,-881.348416,1554.987060,-0.036711,-1.436803,-0.814445,-0.000140
25 Jul 2022 10:08:20.000,-895.678616,1546.776317,-0.038111,-1.429217,-0.827692,-0.000140
25 Jul 2022 10:08:30.000,-909.932348,1538.433455,-0.039517,-1.421509,-0.840868,-0.000141
25 Jul 2022 10:08:40.000,-924.108392,1529.959189,-0.040923,-1.413680,-0.853973,-0.000140
25 Jul 2022 10:08:50.000,-938.205538,1521.354245,-0.042324,-1.405730,-0.867004,-0.000140
25 Jul 2022 10:09:00.000,-952.222585,1512.619360,-0.043715,-1.397660,-0.879961,-0.000139
25 Jul 2022 10:09:10.000,-966.158337,1503.755281,-0.045093,-1.389471,-0.892842,-0.000137
25 Jul 2022 10:09:20.000,-980.011608,1494.762766,-0.046452,-1.381164,-0.905648,-0.000135
25 Jul 2022 10:09:30.000,-993.781219,1485.642581,-0.047791,-1.372739,-0.918376,-0.000133
25 Jul 2022 10:09:40.000,-1007.465997,1476.395502,-0.049107,-1.364197,-0.931026,-0.000131
25 Jul 2022 10:09:50.000,-1021.064776,1467.022317,-0.050401,-1.355539,-0.943598,-0.000128
25 Jul 2022 10:10:00.000,-1034.576397,1457.523819,-0.051674,-1.346766,-0.956089,-0.000126
25 Jul 2022 10:10:10.000,-1047.999707,1447.900816,-0.052929,-1.337877,-0.968498,-0.000125
25 Jul 2022 10:10:20.000,-1061.333559,1438.154123,-0.054168,-1.328874,-0.980826,-0.000123
25 Jul 2022 10:10:30.000,-1074.576815,1428.284566,-0.055398,-1.319758,-0.993071,-0.000123
25 Jul 2022 10:10:40.000,-1087.728340,1418.292982,-0.056622,-1.310528,-1.005232,-0.000122
25 Jul 2022 10:10:50.000,-1100.787009,1408.180216,-0.057847,-1.301187,-1.017307,-0.000123
25 Jul 2022 10:11:00.000,-1113.751703,1397.947127,-0.059078,-1.291734,-1.029296,-0.000124
25 Jul 2022 10:11:10.000,-1126.621311,1387.594582,-0.060319,-1.282170,-1.041198,-0.000125
25 Jul 2022 10:11:20.000,-1139.394727,1377.123458,-0.061574,-1.272495,-1.053012,-0.000126
25 Jul 2022 10:11:30.000,-1152.070855,1366.534644,-0.062846,-1.262712,-1.064736,-0.000128
25 Jul 2022 10:11:40.000,-1164.648603,1355.829040,-0.064136,-1.252820,-1.076370,-0.000130
25 Jul 2022 10:11:50.000,-1177.126889,1345.007553,-0.065446,-1.242820,-1.087912,-0.000132
25 Jul 2022 10:12:00.000,-1189.504637,1334.071106,-0.066774,-1.232712,-1.099362,-0.000134
25 Jul 2022 10:12:10.000,-1201.780778,1323.020630,-0.068122,-1.222498,-1.110718,-0.000136
25 Jul 2022 10:12:20.000,-1213.954253,1311.857069,-0.069489,-1.212179,-1.121979,-0.000138
25 Jul 2022 10:12:30.000,-1226.024010,1300.581378,-0.070875,-1.201755,-1.133144,-0.000140
25 Jul 2022 10:12:40.000,-1237.989006,1289.194522,-0.072281,-1.191227,-1.144211,-0.000142
25 Jul 2022 10:12:50.000,-1249.848208,1277.697480,-0.073711,-1.180596,-1.155181,-0.000144
25 Jul 2022 10:13:00.000,-1261.600595,1266.091241,-0.075167,-1.169864,-1.166051,-0.000147
25 Jul 2022 10:13:10.000,-1273.245153,1254.376804,-0.076657,-1.159031,-1.176820,-0.000151
25 Jul 2022 10:13:20.000,-1284.780883,1242.555180,-0.078186,-1.148098,-1.187488,-0.000155
25 Jul 2022 10:13:30.000,-1296.206795,1230.627388,-0.079763,-1.137068,-1.198053,-0.000160
25 Jul 2022 10:13:40.000,-1307.521913,1218.594457,-0.081398,-1.125940,-1.208515,-0.000167
25 Jul 2022 10:13:50.000,-1318.725270,1206.457426,-0.083102,-1.114716,-1.218873,-0.000174
25 Jul 2022 10:14:00.000,-1329.815915,1194.217339,-0.084885,-1.103397,-1.229126,-0.000183
25 Jul 2022 10:14:10.000,-1340.792904,1181.875250,-0.086756,-1.091985,-1.239274,-0.000192
25 Jul 2022 10:14:20.000,-1351.655308,1169.432220,-0.088727,-1.080480,-1.249315,-0.000202
25 Jul 2022 10:14:30.000,-1362.402208,1156.889316,-0.090804,-1.068884,-1.259248,-0.000213
25 Jul 2022 10:14:40.000,-1373.032696,1144.247610,-0.092996,-1.057198,-1.269075,-0.000225
25 Jul 2022 10:14:50.000,-1383.545873,1131.508184,-0.095307,-1.045422,-1.278793,-0.000237
25 Jul 2022 10:15:00.000,-1393.940851,1118.672123,-0.097740,-1.033559,-1.288402,-0.000250
25 Jul 2022 10:15:10.000,-1404.216751,1105.740519,-0.100298,-1.021607,-1.297901,-0.000262
25 Jul 2022 10:15:20.000,-1414.372704,1092.714470,-0.102980,-1.009569,-1.307290,-0.000274
25 Jul 2022 10:15:30.000,-1424.407847,1079.595082,-0.105783,-0.997445,-1.316569,-0.000286
25 Jul 2022 10:15:40.000,-1434.321327,1066.383466,-0.108704,-0.985237,-1.325736,-0.000298
25 Jul 2022 10:15:50.000,-1444.112297,1053.080740,-0.111738,-0.972944,-1.334791,-0.000309
25 Jul 2022 10:16:00.000,-1453.779919,1039.688031,-0.114877,-0.960567,-1.343732,-0.000319
25 Jul 2022 10:16:10.000,-1463.323362,1026.206473,-0.118115,-0.948108,-1.352560,-0.000328
25 Jul 2022 10:16:20.000,-1472.741804,1012.637212,-0.121444,-0.935567,-1.361273,-0.000337
25 Jul 2022 10:16:30.000,-1482.034430,998.981399,-0.124854,-0.922945,-1.369870,-0.000345
25 Jul 2022 10:16:40.000,-1491.200436,985.240197,-0.128338,-0.910243,-1.378351,-0.000352
25 Jul 2022 10:16:50.000,-1500.239027,971.414781,-0.131887,-0.897462,-1.386713,-0.000358
25 Jul 2022 10:17:00.000,-1509.149421,957.506332,-0.135493,-0.884604,-1.394957,-0.000363
25 Jul 2022 10:17:10.000,-1517.930846,943.516044,-0.139150,-0.871669,-1.403081,-0.000368
25 Jul 2022 10:17:20.000,-1526.582544,929.445118,-0.142853,-0.858659,-1.411084,-0.000372
25 Jul 2022 10:17:30.000,-1535.103771,915.294766,-0.146595,-0.845575,-1.418966,-0.000376
25 Jul 2022 10:17:40.000,-1543.493796,901.066205,-0.150376,-0.832418,-1.426726,-0.000380
25 Jul 2022 10:17:50.000,-1551.751903,886.760659,-0.154192,-0.819191,-1.434363,-0.000383
25 Jul 2022 10:18:00.000,-1559.877389,872.379360,-0.158043,-0.805894,-1.441876,-0.000387
25 Jul 2022 10:18:10.000,-1567.869564,857.923543,-0.161929,-0.792529,-1.449266,-0.000390
25 Jul 2022 10:18:20.000,-1575.727752,843.394449,-0.165851,-0.779097,-1.456532,-0.000394
25 Jul 2022 10:18:30.000,-1583.451289,828.793321,-0.169812,-0.765599,-1.463673,-0.000398
25 Jul 2022 10:18:40.000,-1591.039520,814.121410,-0.173811,-0.752036,-1.470689,-0.000402
25 Jul 2022 10:18:50.000,-1598.491804,799.379968,-0.177851,-0.738410,-1.477579,-0.000406
25 Jul 2022 10:19:00.000,-1605.807508,784.570255,-0.181932,-0.724721,-1.484343,-0.000410
25 Jul 2022 10:19:10.000,-1612.986009,769.693533,-0.186054,-0.710970,-1.490980,-0.000414
25 Jul 2022 10:19:20.000,-1620.026697,754.751073,-0.190217,-0.697158,-1.497490,-0.000418
25 Jul 2022 10:19:30.000,-1626.928969,739.744150,-0.194419,-0.683287,-1.503873,-0.000422
25 Jul 2022 10:19:40.000,-1633.692235,724.674048,-0.198658,-0.669357,-1.510126,-0.000426
25 Jul 2022 10:19:50.000,-1640.315917,709.542055,-0.202932,-0.655370,-1.516251,-0.000429
25 Jul 2022 10:20:00.000,-1646.799448,694.349466,-0.207239,-0.641327,-1.522245,-0.000432
25 Jul 2022 10:20:10.000,-1653.142275,679.097582,-0.211576,-0.627229,-1.528110,-0.000435
25 Jul 2022 10:20:20.000,-1659.343857,663.787710,-0.215941,-0.613078,-1.533843,-0.000438
25 Jul 2022 10:20:30.000,-1665.403669,648.421160,-0.220333,-0.598875,-1.539445,-0.000440
25 Jul 2022 10:20:40.000,-1671.321194,632.999250,-0.224750,-0.584622,-1.544915,-0.000443
25 Jul 2022 10:20:50.000,-1677.095934,617.523296,-0.229192,-0.570318,-1.550253,-0.000445
25 Jul 2022 10:21:00.000,-1682.727400,601.994623,-0.233659,-0.555967,-1.555459,-0.000448
25 Jul 2022 10:21:10.000,-1688.215117,586.414555,-0.238152,-0.541569,-1.560532,-0.000451
25 Jul 2022 10:21:20.000,-1693.558620,570.784420,-0.242671,-0.527125,-1.565472,-0.000453
25 Jul 2022 10:21:30.000,-1698.757459,555.105551,-0.247217,-0.512636,-1.570279,-0.000456
25 Jul 2022 10:21:40.000,-1703.811191,539.379282,-0.251790,-0.498104,-1.574952,-0.000459
25 Jul 2022 10:21:50.000,-1708.719387,523.606953,-0.256390,-0.483529,-1.579491,-0.000461
25 Jul 2022 10:22:00.000,-1713.481630,507.789905,-0.261016,-0.468913,-1.583896,-0.000464
25 Jul 2022 10:22:10.000,-1718.097511,491.929486,-0.265667,-0.454257,-1.588165,-0.000466
25 Jul 2022 10:22:20.000,-1722.566635,476.027047,-0.270342,-0.439562,-1.592300,-0.000469
25 Jul 2022 10:22:30.000,-1726.888619,460.083945,-0.275037,-0.424829,-1.596298,-0.000470
25 Jul 2022 10:22:40.000,-1731.063093,444.101540,-0.279750,-0.410060,-1.600160,-0.000472
25 Jul 2022 10:22:50.000,-1735.089699,428.081196,-0.284477,-0.395256,-1.603886,-0.000473
25 Jul 2022 10:23:00.000,-1738.968092,412.024284,-0.289218,-0.380418,-1.607474,-0.000475
25 Jul 2022 10:23:10.000,-1742.697942,395.932174,-0.293967,-0.365547,-1.610925,-0.000475
25 Jul 2022 10:23:20.000,-1746.278930,379.806244,-0.298725,-0.350646,-1.614238,-0.000476
25 Jul 2022 10:23:30.000,-1749.710754,363.647871,-0.303488,-0.335714,-1.617413,-0.000477
25 Jul 2022 10:23:40.000,-1752.993123,347.458436,-0.308257,-0.320755,-1.620451,-0.000477
25 Jul 2022 10:23:50.000,-1756.125760,331.239320,-0.313030,-0.305768,-1.623349,-0.000478
25 Jul 2022 10:24:00.000,-1759.108401,314.991909,-0.317808,-0.290756,-1.626110,-0.000478
25 Jul 2022 10:24:10.000,-1761.940795,298.717586,-0.322591,-0.275719,-1.628732,-0.000479
25 Jul 2022 10:24:20.000,-1764.622702,282.417738,-0.327380,-0.260659,-1.631215,-0.000479
25 Jul 2022 10:24:30.000,-1767.153894,266.093750,-0.332176,-0.245576,-1.633559,-0.000480
25 Jul 2022 10:24:40.000,-1769.534156,249.747012,-0.336980,-0.230473,-1.635765,-0.000481
25 Jul 2022 10:24:50.000,-1771.763283,233.378912,-0.341791,-0.215349,-1.637832,-0.000482
25 Jul 2022 10:25:00.000,-1773.841081,216.990841,-0.346611,-0.200207,-1.639759,-0.000482
25 Jul 2022 10:25:10.000,-1775.767368,200.584191,-0.351438,-0.185047,-1.641547,-0.000483
25 Jul 2022 10:25:20.000,-1777.541971,184.160357,-0.356272,-0.169871,-1.643196,-0.000484
25 Jul 2022 10:25:30.000,-1779.164732,167.720737,-0.361111,-0.154679,-1.644705,-0.000484
25 Jul 2022 10:25:40.000,-1780.635500,151.266732,-0.365951,-0.139473,-1.646073,-0.000484
25 Jul 2022 10:25:50.000,-1781.954142,134.799744,-0.370792,-0.124254,-1.647301,-0.000484
25 Jul 2022 10:26:00.000,-1783.120534,118.321181,-0.375628,-0.109023,-1.648388,-0.000483
25 Jul 2022 10:26:10.000,-1784.134568,101.832453,-0.380457,-0.093782,-1.649334,-0.000482
25 Jul 2022 10:26:20.000,-1784.996148,85.334972,-0.385275,-0.078533,-1.650139,-0.000481
25 Jul 2022 10:26:30.000,-1785.705196,68.830152,-0.390079,-0.063276,-1.650802,-0.000480
25 Jul 2022 10:26:40.000,-1786.261647,52.319410,-0.394865,-0.048013,-1.651323,-0.000478
25 Jul 2022 10:26:50.000,-1786.665450,35.804161,-0.399630,-0.032747,-1.651703,-0.000475
25 Jul 2022 10:27:00.000,-1786.916571,19.285820,-0.404373,-0.017477,-1.651941,-0.000473
25 Jul 2022 10:27:10.000,-1787.014990,2.765803,-0.409091,-0.002206,-1.652038,-0.000471
25 Jul 2022 10:27:20.000,-1786.960700,-13.754478,-0.413785,0.013064,-1.651994,-0.000468
25 Jul 2022 10:27:30.000,-1786.753706,-30.273611,-0.418452,0.028334,-1.651809,-0.000465
25 Jul 2022 10:27:40.000,-1786.394028,-46.790187,-0.423094,0.043601,-1.651483,-0.000463
25 Jul 2022 10:27:50.000,-1785.881695,-63.302798,-0.427711,0.058865,-1.651016,-0.000460
25 Jul 2022 10:28:00.000,-1785.216750,-79.810037,-0.432302,0.074123,-1.650409,-0.000458
25 Jul 2022 10:28:10.000,-1784.399245,-96.310499,-0.436867,0.089376,-1.649660,-0.000455
25 Jul 2022 10:28:20.000,-1783.429245,-112.802778,-0.441405,0.104622,-1.648772,-0.000452
25 Jul 2022 10:28:30.000,-1782.306827,-129.285469,-0.445915,0.119860,-1.647743,-0.000449
25 Jul 2022 10:28:40.000,-1781.032078,-145.757164,-0.450393,0.135088,-1.646573,-0.000446
25 Jul 2022 10:28:50.000,-1779.605099,-162.216458,-0.454838,0.150306,-1.645262,-0.000443
25 Jul 2022 10:29:00.000,-1778.026007,-178.661944,-0.459246,0.165511,-1.643811,-0.000439
25 Jul 2022 10:29:10.000,-1776.294928,-195.092214,-0.463612,0.180703,-1.642219,-0.000434
25 Jul 2022 10:29:20.000,-1774.412005,-211.505863,-0.467934,0.195879,-1.640487,-0.000430
25 Jul 2022 10:29:30.000,-1772.377396,-227.901488,-0.472209,0.211040,-1.638614,-0.000425
25 Jul 2022 10:29:40.000,-1770.191270,-244.277684,-0.476434,0.226182,-1.636602,-0.000420
25 Jul 2022 10:29:50.000,-1767.853811,-260.633053,-0.480608,0.241306,-1.634449,-0.000415
25 Jul 2022 10:30:00.000,-1765.365214,-276.966198,-0.484733,0.256410,-1.632157,-0.000410
25 Jul 2022 10:30:10.000,-1762.725687,-293.275722,-0.488808,0.271492,-1.629725,-0.000405
25 Jul 2022 10:30:20.000,-1759.935450,-309.560235,-0.492837,0.286552,-1.627154,-0.000401
25 Jul 2022 10:30:30.000,-1756.994731,-325.818346,-0.496822,0.301588,-1.624445,-0.000396
25 Jul 2022 10:30:40.000,-1753.903773,-342.048664,-0.500767,0.316599,-1.621596,-0.000393
25 Jul 2022 10:30:50.000,-1750.662828,-358.249801,-0.504673,0.331585,-1.618608,-0.000389
25 Jul 2022 10:31:00.000,-1747.272158,-374.420367,-0.508542,0.346544,-1.615482,-0.000385
25 Jul 2022 10:31:10.000,-1743.732042,-390.558973,-0.512372,0.361474,-1.612216,-0.000381
25 Jul 2022 10:31:20.000,-1740.042769,-406.664228,-0.516159,0.376375,-1.608812,-0.000376
25 Jul 2022 10:31:30.000,-1736.204647,-422.734741,-0.519898,0.391244,-1.605268,-0.000371
25 Jul 2022 10:31:40.000,-1732.217996,-438.769122,-0.523578,0.406080,-1.601585,-0.000365
25 Jul 2022 10:31:50.000,-1728.083156,-454.765983,-0.527189,0.420882,-1.597764,-0.000357
25 Jul 2022 10:32:00.000,-1723.800485,-470.723937,-0.530715,0.435646,-1.593804,-0.000348
25 Jul 2022 10:32:10.000,-1719.370356,-486.641605,-0.534142,0.450373,-1.589706,-0.000337
25 Jul 2022 10:32:20.000,-1714.793160,-502.517609,-0.537453,0.465059,-1.585472,-0.000325
25 Jul 2022 10:32:30.000,-1710.069307,-518.350581,-0.540632,0.479704,-1.581100,-0.000311
25 Jul 2022 10:32:40.000,-1705.199220,-534.139160,-0.543663,0.494306,-1.576593,-0.000295
25 Jul 2022 10:32:50.000,-1700.183335,-549.881992,-0.546533,0.508863,-1.571951,-0.000279
25 Jul 2022 10:33:00.000,-1695.022105,-565.577734,-0.549231,0.523375,-1.567175,-0.000261
25 Jul 2022 10:33:10.000,-1689.715990,-581.225048,-0.551749,0.537840,-1.562266,-0.000243
25 Jul 2022 10:33:20.000,-1684.265463,-596.822607,-0.554080,0.552257,-1.557224,-0.000224
25 Jul 2022 10:33:30.000,-1678.671005,-612.369088,-0.556221,0.566626,-1.552050,-0.000205
25 Jul 2022 10:33:40.000,-1672.933106,-627.863179,-0.558172,0.580945,-1.546746,-0.000186
25 Jul 2022 10:33:50.000,-1667.052265,-643.303569,-0.559932,0.595214,-1.541310,-0.000167
25 Jul 2022 10:34:00.000,-1661.028988,-658.688954,-0.561504,0.609432,-1.535745,-0.000148
25 Jul 2022 10:34:10.000,-1654.863789,-674.018036,-0.562890,0.623599,-1.530050,-0.000129
25 Jul 2022 10:34:20.000,-1648.557193,-689.289517,-0.564094,0.637712,-1.524225,-0.000111
25 Jul 2022 10:34:30.000,-1642.109730,-704.502106,-0.565119,0.651772,-1.518271,-0.000094
25 Jul 2022 10:34:40.000,-1635.521941,-719.654514,-0.565967,0.665777,-1.512189,-0.000076
25 Jul 2022 10:34:50.000,-1628.794376,-734.745455,-0.566641,0.679727,-1.505978,-0.000059
25 Jul 2022 10:35:00.000,-1621.927593,-749.773644,-0.567144,0.693620,-1.499639,-0.000042
25 Jul 2022 10:35:10.000,-1614.922163,-764.737802,-0.567481,0.707456,-1.493172,-0.000025
25 Jul 2022 10:35:20.000,-1607.778665,-779.636651,-0.567655,0.721234,-1.486577,-0.000009
25 Jul 2022 10:35:30.000,-1600.497690,-794.468914,-0.567672,0.734951,-1.479855,0.000006
25 Jul 2022 10:35:40.000,-1593.079839,-809.233320,-0.567541,0.748608,-1.473005,0.000020
25 Jul 2022 10:35:50.000,-1585.525727,-823.928597,-0.567269,0.762203,-1.466029,0.000034
25 Jul 2022 10:36:00.000,-1577.835981,-838.553479,-0.566867,0.775735,-1.458926,0.000046
25 Jul 2022 10:36:10.000,-1570.011242,-853.106700,-0.566347,0.789202,-1.451697,0.000058
25 Jul 2022 10:36:20.000,-1562.052166,-867.586999,-0.565720,0.802602,-1.444342,0.000068
25 Jul 2022 10:36:30.000,-1553.959421,-881.993123,-0.564999,0.815935,-1.436862,0.000076
25 Jul 2022 10:36:40.000,-1545.733695,-896.323819,-0.564196,0.829198,-1.429257,0.000084
25 Jul 2022 10:36:50.000,-1537.375688,-910.577844,-0.563321,0.842391,-1.421528,0.000091
25 Jul 2022 10:37:00.000,-1528.886117,-924.753964,-0.562384,0.855511,-1.413676,0.000097
25 Jul 2022 10:37:10.000,-1520.265712,-938.850950,-0.561392,0.868557,-1.405701,0.000102
25 Jul 2022 10:37:20.000,-1511.515220,-952.867584,-0.560350,0.881528,-1.397606,0.000107
25 Jul 2022 10:37:30.000,-1502.635398,-966.802660,-0.559261,0.894423,-1.389390,0.000111
25 Jul 2022 10:37:40.000,-1493.627018,-980.654980,-0.558125,0.907240,-1.381054,0.000116
25 Jul 2022 10:37:50.000,-1484.490861,-994.423356,-0.556943,0.919978,-1.372601,0.000121
25 Jul 2022 10:38:00.000,-1475.227719,-1008.106611,-0.555713,0.932637,-1.364030,0.000126
25 Jul 2022 10:38:10.000,-1465.838393,-1021.703576,-0.554431,0.945215,-1.355343,0.000131
25 Jul 2022 10:38:20.000,-1456.323694,-1035.213092,-0.553097,0.957711,-1.346541,0.000136
25 Jul 2022 10:38:30.000,-1446.684438,-1048.634005,-0.551708,0.970126,-1.337623,0.000142
25 Jul 2022 10:38:40.000,-1436.921454,-1061.965168,-0.550262,0.982457,-1.328591,0.000147
25 Jul 2022 10:38:50.000,-1427.035577,-1075.205441,-0.548762,0.994704,-1.319445,0.000153
25 Jul 2022 10:39:00.000,-1417.027654,-1088.353689,-0.547207,1.006866,-1.310186,0.000158
25 Jul 2022 10:39:10.000,-1406.898544,-1101.408781,-0.545601,1.018942,-1.300814,0.000163
25 Jul 2022 10:39:20.000,-1396.649114,-1114.369594,-0.543947,1.030930,-1.291330,0.000168
25 Jul 2022 10:39:30.000,-1386.280249,-1127.235010,-0.542250,1.042828,-1.281735,0.000172
25 Jul 2022 10:39:40.000,-1375.792846,-1140.003918,-0.540516,1.054637,-1.272029,0.000175
25 Jul 2022 10:39:50.000,-1365.187815,-1152.675216,-0.538749,1.066354,-1.262213,0.000178
25 Jul 2022 10:40:00.000,-1354.466081,-1165.247815,-0.536954,1.077977,-1.252289,0.000181
25 Jul 2022 10:40:10.000,-1343.628586,-1177.720633,-0.535138,1.089506,-1.242257,0.000183
25 Jul 2022 10:40:20.000,-1332.676280,-1190.092606,-0.533303,1.100939,-1.232120,0.000184
25 Jul 2022 10:40:30.000,-1321.610127,-1202.362681,-0.531454,1.112275,-1.221878,0.000185
25 Jul 2022 10:40:40.000,-1310.431102,-1214.529819,-0.529595,1.123514,-1.211533,0.000186
25 Jul 2022 10:40:50.000,-1299.140185,-1226.593000,-0.527726,1.134653,-1.201086,0.000187
25 Jul 2022 10:41:00.000,-1287.738364,-1238.551212,-0.525850,1.145694,-1.190540,0.000188
25 Jul 2022 10:41:10.000,-1276.226631,-1250.403461,-0.523966,1.156636,-1.179894,0.000189
25 Jul 2022 10:41:20.000,-1264.605981,-1262.148762,-0.522073,1.167478,-1.169150,0.000190
25 Jul 2022 10:41:30.000,-1252.877411,-1273.786140,-0.520170,1.178220,-1.158309,0.000191
25 Jul 2022 10:41:40.000,-1241.041920,-1285.314630,-0.518253,1.188862,-1.147372,0.000192
25 Jul 2022 10:41:50.000,-1229.100509,-1296.733270,-0.516319,1.199404,-1.136340,0.000195
25 Jul 2022 10:42:00.000,-1217.054184,-1308.041106,-0.514361,1.209845,-1.125212,0.000197
25 Jul 2022 10:42:10.000,-1204.903953,-1319.237184,-0.512375,1.220184,-1.113988,0.000200
25 Jul 2022 10:42:20.000,-1192.650835,-1330.320556,-0.510353,1.230422,-1.102670,0.000204
25 Jul 2022 10:42:30.000,-1180.295852,-1341.290277,-0.508288,1.240557,-1.091258,0.000209
25 Jul 2022 10:42:40.000,-1167.840043,-1352.145404,-0.506175,1.250588,-1.079752,0.000214
25 Jul 2022 10:42:50.000,-1155.284453,-1362.885001,-0.504008,1.260513,-1.068152,0.000220
25 Jul 2022 10:43:00.000,-1142.630144,-1373.508140,-0.501780,1.270331,-1.056460,0.000226
25 Jul 2022 10:43:10.000,-1129.878191,-1384.013901,-0.499488,1.280041,-1.044677,0.000232
25 Jul 2022 10:43:20.000,-1117.029682,-1394.401376,-0.497131,1.289642,-1.032803,0.000239
25 Jul 2022 10:43:30.000,-1104.085717,-1404.669669,-0.494709,1.299132,-1.020841,0.000246
25 Jul 2022 10:43:40.000,-1091.047409,-1414.817899,-0.492222,1.308511,-1.008791,0.000252
